"question" "group" "Questionnaire no." "value" "label" "group_label" "display" "non_strat_cutpoints" "stratified" "person_type" "type"
"s_190" "1" "39" "3" "Måske er jeg knap så omhyggelig som før" "Måske er jeg knap så omhyggelig som før" "0" "1" "0" "paar" "cutpoints"
"s_190" "0" "39" "4" "Jeg er lige så omhyggelig som altid" "Jeg er lige så omhyggelig som altid" "0" "1" "0" "paar" "cutpoints"
"s_191" "3" "40" "1" "Virkelig meget" "Virkelig meget" "0" "1" "0" "paar" "cutpoints"
"s_191" "2" "40" "2" "En hel del" "En hel del" "0" "1" "0" "paar" "cutpoints"
"s_191" "1" "40" "3" "Ikke så meget" "Ikke så meget" "0" "1" "0" "paar" "cutpoints"
"s_191" "0" "40" "4" "Slet ikke" "Slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_192" "0" "41" "1" "Lige så meget som altid" "Lige så meget som altid" "0" "1" "0" "paar" "cutpoints"
"s_192" "1" "41" "2" "Knap så meget som jeg plejede" "Knap så meget som jeg plejede" "0" "1" "0" "paar" "cutpoints"
"s_192" "2" "41" "3" "Helt afgjort mindre end jeg plejede" "Helt afgjort mindre end jeg plejede" "0" "1" "0" "paar" "cutpoints"
"s_192" "3" "41" "4" "Næsten ikke" "Næsten ikke" "0" "1" "0" "paar" "cutpoints"
"s_193" "3" "42" "1" "Meget ofte" "Meget ofte" "0" "1" "0" "paar" "cutpoints"
"s_193" "2" "42" "2" "Ganske ofte" "Ganske ofte" "0" "1" "0" "paar" "cutpoints"
"s_193" "1" "42" "3" "Ikke særlig ofte" "Ikke særlig ofte" "0" "1" "0" "paar" "cutpoints"
"s_193" "0" "42" "4" "Aldrig" "Aldrig" "0" "1" "0" "paar" "cutpoints"
"s_194" "0" "43" "1" "Ofte" "Ofte" "0" "1" "0" "paar" "cutpoints"
"s_194" "1" "43" "2" "Somme tider" "Somme tider" "0" "1" "0" "paar" "cutpoints"
"s_194" "2" "43" "3" "Ikke ofte" "Ikke ofte" "0" "1" "0" "paar" "cutpoints"
"s_194" "3" "43" "4" "Meget sjældent" "Meget sjældent" "0" "1" "0" "paar" "cutpoints"
"s_195" "0" "5a" "1" "Nej, slet ikke" "Nej, slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_195" "1" "5a" "3" "Ja, en del" "Var psykisk belastende for dig" "1" "1" "0" "paar" "cutpoints"
"s_195" "2" "5a" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_196" "0" "5b" "1" "Nej, slet ikke" "Nej, slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_196" "1" "5b" "3" "Ja, en del" "Havde negativ betydning for dit eget fysiske helbred" "1" "1" "0" "paar" "cutpoints"
"s_196" "2" "5b" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_197" "0" "5c" "1" "Nej, slet ikke" "Nej, slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_197" "1" "5c" "3" "Ja, en del" "Gjorde at du ikke havde tid eller overskud til din (øvrige) familie" "1" "1" "0" "paar" "cutpoints"
"s_197" "2" "5c" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_198" "0" "5d" "1" "Nej, slet ikke" "Nej, slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_198" "1" "5d" "3" "Ja, en del" "Gjorde at du ikke havde tid eller overskud til dine (øvrige) venner/bekendte" "1" "1" "0" "paar" "cutpoints"
"s_198" "2" "5d" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_199" "0" "5e" "1" "Nej, slet ikke" "Nej, slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_199" "1" "5e" "3" "Ja, en del" "Gjorde at du ikke havde tid eller overskud til dine egne aktiviteter" "1" "1" "0" "paar" "cutpoints"
"s_199" "2" "5e" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_1_1" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_1_1" "1" NA "1" "Iskæmisk hjertesygdom" "Iskæmisk hjertesygdom" "0" NA "0" "paar" "cutpoints"
"s_1_2" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_1_2" "1" NA "1" "Hjertesvigt" "Hjertesvigt" "0" NA "0" "paar" "cutpoints"
"s_1_3" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_1_3" "1" NA "1" "Atrieflimren" "Atrieflimren" "0" NA "0" "paar" "cutpoints"
"s_1_4" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_1_4" "1" NA "1" "Hjerteklapsygdom" "Hjerteklapsygdom" "0" NA "0" "paar" "cutpoints"
"s_1_5" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_1_5" "1" NA "1" "Anden" "Anden" "0" NA "0" "paar" "cutpoints"
"s_200" "0" "5f" "1" "Nej, slet ikke" "Nej, slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_200" "1" "5f" "3" "Ja, en del" "Gav dig et tættere forhold til den hjertesyge" "1" "1" "0" "paar" "cutpoints"
"s_200" "2" "5f" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_201" "0" "5g" "1" "Nej, slet ikke" "Nej, slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_201" "1" "5g" "3" "Ja, en del" "Gav flere konflikter med den hjertesyge" "1" "1" "0" "paar" "cutpoints"
"s_201" "2" "5g" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_202" "0" "5h" "1" "Nej, slet ikke" "Nej, slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_202" "1" "5h" "3" "Ja, en del" "Gjorde at dine drømme om fremtiden er bristet" "1" "1" "0" "paar" "cutpoints"
"s_202" "2" "5h" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_203" "0" "5i" "1" "Nej, slet ikke" "Nej, slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_203" "1" "5i" "3" "Ja, en del" "Gav dig øget opmærksomhed på de vigtige ting i livet" "1" "1" "0" "paar" "cutpoints"
"s_203" "2" "5i" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_204" "1" "6" "1" "I høj grad" "I nogen grad/i høj grad" "1" NA "1" "paar" "cutpoints"
"s_204" "0" "6" "3" "I mindre grad" "I mindre grad" "0" NA "1" "paar" "cutpoints"
"s_204" "2" "6" "5" "Ved ikke" "Ved ikke" "0" NA "1" "paar" "cutpoints"
"s_205" "1" "7" "1" "I høj grad" "I nogen grad/i høj grad" "1" NA "0" "paar" "cutpoints"
"s_205" "0" "7" "3" "I mindre grad" "I mindre grad" "0" NA "0" "paar" "cutpoints"
"s_205" "2" "7" "5" "Ved ikke" "Ved ikke" "0" NA "0" "paar" "cutpoints"
"s_206" "0" "8" "1" "I høj grad" "I høj grad" "0" NA "0" "paar" "cutpoints"
"s_206" "1" "8" "3" "I mindre grad" "I mindre grad / Slet ikke" "1" NA "0" "paar" "cutpoints"
"s_206" "2" "8" "5" "Ved ikke" "Ved ikke" "0" NA "0" "paar" "cutpoints"
"s_206" "6" "8" "6" "Ikke relevant - jeg havde ikke behov for hjælp og støtte" "Ikke relevant - jeg havde ikke behov for hjælp og støtte" "0" NA "0" "paar" "cutpoints"
"s_207" "0" "23" "1" "Fremragende" "Fremragende" "0" NA "1" "paar" "cutpoints"
"s_207" "1" "23" "4" "Mindre godt" "Mindre godt / Dårligt" "1" NA "1" "paar" "cutpoints"
"s_208" "0" "47" "1" "I høj grad" "I høj grad" "0" NA "1" "paar" "cutpoints"
"s_208" "1" "47" "3" "I mindre grad" "I mindre grad / Slet ikke" "1" NA "1" "paar" "cutpoints"
"s_208" "2" "47" "5" "Ved ikke" "Ved ikke" "0" NA "1" "paar" "cutpoints"
"s_209" "1" "48a" "1" "I høj grad" "Bekymringer som følge af corona-pandemien er begyndt at styre mit liv" "1" "1" "0" "paar" "cutpoints"
"s_209" "0" "48a" "3" "I mindre grad" "I mindre grad" "0" "1" "0" "paar" "cutpoints"
"s_209" "2" "48a" "5" "Ved ikke" "Ved ikke" "0" "1" "0" "paar" "cutpoints"
"s_20_1" "0" "20.1a" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_20_1" "1" "20.1a" "1" "Valgt" "Ja, jeg er blevet fyret" "0" NA "0" "paar" "cutpoints"
"s_20_2" "0" "20.1b" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_20_2" "1" "20.1b" "1" "Valgt" "Ja, jeg har måttet stoppe med at arbejde i en periode" "0" NA "0" "paar" "cutpoints"
"s_20_3" "0" "20.1c" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_20_3" "1" "20.1c" "1" "Valgt" "Ja, jeg er holdt op med at arbejde" "0" NA "0" "paar" "cutpoints"
"s_20_4" "0" "20.1d" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_20_4" "1" "20.1d" "1" "Valgt" "Ja, jeg har skiftet arbejde/karrierevej" "0" NA "0" "paar" "cutpoints"
"s_20_5" "0" "20.1e" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_20_5" "1" "20.1e" "1" "Valgt" "Ja, jeg har fået færre arbejdstimer om ugen" "0" NA "0" "paar" "cutpoints"
"s_20_6" "0" "20.1f" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_20_6" "1" "20.1f" "1" "Valgt" "Ja, jeg har fået andre andre arbejdsopgaver end tidligere." "0" NA "0" "paar" "cutpoints"
"s_20_7" "0" "20.1g" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_20_7" "1" "20.1g" "1" "Valgt" "Nej, min arbejdssituation er den samme" "0" NA "0" "paar" "cutpoints"
"s_20_8" "0" "20.1h" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_20_8" "1" "20.1h" "1" "Valgt" "Andet" "0" NA "0" "paar" "cutpoints"
"s_210" "1" "48b" "1" "I høj grad" "Jeg undgår nødvendig kontakt med læge eller sygehus" "1" "1" "0" "paar" "cutpoints"
"s_210" "0" "48b" "3" "I mindre grad" "I mindre grad" "0" "1" "0" "paar" "cutpoints"
"s_210" "2" "48b" "5" "Ved ikke" "Ved ikke" "0" "1" "0" "paar" "cutpoints"
"s_211" "1" "48c" "1" "I høj grad" "Mine bekymringer påvirker andre fx partner eller børn" "1" "1" "0" "paar" "cutpoints"
"s_211" "0" "48c" "3" "I mindre grad" "I mindre grad" "0" "1" "0" "paar" "cutpoints"
"s_211" "2" "48c" "5" "Ved ikke" "Ved ikke" "0" "1" "0" "paar" "cutpoints"
"s_212" "1" "48d" "1" "I høj grad" "Mine bekymringer påvirker min søvn og evnen til at fungere" "1" "1" "0" "paar" "cutpoints"
"s_212" "0" "48d" "3" "I mindre grad" "I mindre grad" "0" "1" "0" "paar" "cutpoints"
"s_212" "2" "48d" "5" "Ved ikke" "Ved ikke" "0" "1" "0" "paar" "cutpoints"
"s_213" "1" "48e" "1" "I høj grad" "Mine bekymringer giver mig vedvarende fysiske symptomer" "1" "1" "0" "paar" "cutpoints"
"s_213" "0" "48e" "3" "I mindre grad" "I mindre grad" "0" "1" "0" "paar" "cutpoints"
"s_213" "2" "48e" "5" "Ved ikke" "Ved ikke" "0" "1" "0" "paar" "cutpoints"
"s_22" "0" "20.2" "1" "Altid/så godt som altid" "Altid/så godt som altid" "0" NA "0" "paar" "cutpoints"
"s_22" "1" "20.2" "3" "Kun nogle gange" "Kun nogle gange / Sjældent/aldrig" "1" NA "0" "paar" "cutpoints"
"s_22" "2" "20.2" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" NA "0" "paar" "cutpoints"
"s_23_1" "0" "20.2.1a" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_23_1" "1" "20.2.1a" "1" "Valgt" "Jeg brugte opsparede feriedage eller feriefridage" "0" NA "0" "paar" "cutpoints"
"s_23_2" "0" "20.2.1b" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_23_2" "1" "20.2.1b" "1" "Valgt" "Jeg arbejdede mere på andre tidspunkter eller brugte opsparet afspadsering" "0" NA "0" "paar" "cutpoints"
"s_23_3" "0" "20.2.1c" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_23_3" "1" "20.2.1c" "1" "Valgt" "Jeg holdt fri/orlov med fuld løn" "0" NA "0" "paar" "cutpoints"
"s_23_4" "0" "20.2.1d" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_23_4" "1" "20.2.1d" "1" "Valgt" "Jeg holdt fri/orlov med lønnedgang" "0" NA "0" "paar" "cutpoints"
"s_23_5" "0" "20.2.1e" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_23_5" "1" "20.2.1e" "1" "Valgt" "Jeg byttede vagt med en anden" "0" NA "0" "paar" "cutpoints"
"s_23_6" "0" "20.2.1f" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"s_23_6" "1" "20.2.1f" "1" "Valgt" "Andet - skriv venligst:" "0" NA "0" "paar" "cutpoints"
"s_25" "1" "20.3" "1" "I høj grad" "I nogen grad/i høj grad" "1" NA "1" "paar" "cutpoints"
"s_25" "0" "20.4" "3" "I mindre grad" "I mindre grad" "0" NA "1" "paar" "cutpoints"
"s_25" "2" "20.4" "5" "Ved ikke" "Ved ikke" "0" NA "1" "paar" "cutpoints"
"s_26" "1" "22" "1" "I høj grad" "I nogen grad/i høj grad" "1" NA "0" "paar" "cutpoints"
"s_26" "0" "22" "3" "I mindre grad" "I mindre grad" "0" NA "0" "paar" "cutpoints"
"s_26" "2" "22" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" NA "0" "paar" "cutpoints"
"s_27" "1" "21" "1" "Ja" "Ja" "0" NA "0" "paar" "cutpoints"
"s_27" "0" "21" "2" "Nej" "Nej" "0" NA "0" "paar" "cutpoints"
"s_3" "1" "2" "1" "Jeg er ægtefælle eller partner" "Jeg er ægtefælle eller partner" "0" NA "0" "paar" "cutpoints"
"s_3" "2" "2" "2" "Jeg er søn/datter" "Jeg er søn/datter" "0" NA "0" "paar" "cutpoints"
"s_3" "3" "2" "3" "Jeg er forælder" "Jeg er forælder" "0" NA "0" "paar" "cutpoints"
"s_3" "4" "2" "4" "Jeg er bror/søster" "Jeg er bror/søster" "0" NA "0" "paar" "cutpoints"
"s_3" "5" "2" "5" "Jeg er anden familie" "Jeg er anden familie" "0" NA "0" "paar" "cutpoints"
"s_3" "6" "2" "6" "Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" "Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" "0" NA "0" "paar" "cutpoints"
"s_4" "2" "3a" "1" "Slet ikke" "Slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_4" "1" "3a" "2" "Lidt" "Praktisk hjælp" "1" "1" "0" "paar" "cutpoints"
"s_4" "3" "3a" "5" "Ikke relevant" "Ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_47" "1" "44" "1" "I høj grad" "I nogen grad/i høj grad" "1" NA "0" "paar" "cutpoints"
"s_47" "0" "44" "3" "I mindre grad" "I mindre grad" "0" NA "0" "paar" "cutpoints"
"s_47" "2" "44" "5" "Ved ikke" "Ved ikke" "0" NA "0" "paar" "cutpoints"
"s_48" "1" "45" "1" "I høj grad" "I nogen grad/i høj grad" "1" NA "1" "paar" "cutpoints"
"s_48" "0" "45" "3" "I mindre grad" "I mindre grad" "0" NA "1" "paar" "cutpoints"
"s_48" "2" "45" "5" "Ved ikke" "Ved ikke" "0" NA "1" "paar" "cutpoints"
"s_49" "1" "46" "1" "I høj grad" "I nogen grad/i høj grad" "1" NA "0" "paar" "cutpoints"
"s_49" "0" "46" "3" "I mindre grad" "I mindre grad" "0" NA "0" "paar" "cutpoints"
"s_49" "2" "46" "5" "Ved ikke" "Ved ikke" "0" NA "0" "paar" "cutpoints"
"s_5" "2" "3b" "1" "Slet ikke" "Slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_5" "1" "3b" "2" "Lidt" "Personlig pleje" "1" "1" "0" "paar" "cutpoints"
"s_5" "3" "3b" "5" "Ikke relevant" "Ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_50" "0" "9" "1" "I høj grad" "I høj grad" "0" NA "1" "paar" "cutpoints"
"s_50" "1" "9" "3" "I mindre grad" "I mindre grad / Slet ikke" "1" NA "1" "paar" "cutpoints"
"s_50" "2" "9" "5" "Ved ikke" "Ved ikke" "0" NA "1" "paar" "cutpoints"
"s_50" "6" "9" "6" "Ikke relevant - jeg var ikke med på sygehuset, hos egen læge eller i kommunen" "Ikke relevant - jeg var ikke med på sygehuset, hos egen læge eller i kommunen" "0" NA "1" "paar" "cutpoints"
"s_51" "0" "11" "1" "I høj grad" "I høj grad" "0" NA "1" "paar" "cutpoints"
"s_51" "1" "11" "3" "I mindre grad" "I mindre grad / Slet ikke" "1" NA "1" "paar" "cutpoints"
"s_51" "2" "11" "5" "Ved ikke" "Ved ikke" "0" NA "1" "paar" "cutpoints"
"s_51" "6" "11" "6" "Ikke relevant - jeg var ikke med på sygehuset" "Ikke relevant - jeg var ikke med på sygehuset" "0" NA "1" "paar" "cutpoints"
"s_52" "0" "12" "1" "I høj grad" "I høj grad" "0" NA "0" "paar" "cutpoints"
"s_52" "1" "12" "3" "I mindre grad" "I mindre grad / Slet ikke" "1" NA "0" "paar" "cutpoints"
"s_52" "2" "12" "5" "Ved ikke" "Ved ikke" "0" NA "0" "paar" "cutpoints"
"s_52" "6" "12" "6" "Ikke relevant - jeg var ikke med på sygehuset" "Ikke relevant - jeg var ikke med på sygehuset" "0" NA "0" "paar" "cutpoints"
"s_53" "1" "13" "1" "I meget høj grad" "I meget høj grad" "0" "1" "0" "paar" "cutpoints"
"s_53" "2" "13" "6" "I høj grad" "I høj grad" "0" "1" "0" "paar" "cutpoints"
"s_53" "3" "13" "2" "I nogen grad" "I nogen grad" "0" "1" "0" "paar" "cutpoints"
"s_53" "4" "13" "3" "I mindre grad" "I mindre grad" "0" "1" "0" "paar" "cutpoints"
"s_53" "5" "13" "4" "Slet ikke" "Slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_53" "6" "13" "5" "Ved ikke" "Ved ikke" "0" "1" "0" "paar" "cutpoints"
"s_53" "7" "13" "7" "Ikke relevant - jeg var ikke med på sygehuset" "Ikke relevant - jeg var ikke med på sygehuset" "0" "1" "0" "paar" "cutpoints"
"s_54" "0" "14" "1" "I meget høj grad" "I meget høj grad" "0" NA "0" "paar" "cutpoints"
"s_54" "1" "14" "4" "I mindre grad" "I mindre grad / Slet ikke" "1" NA "0" "paar" "cutpoints"
"s_54" "2" "14" "6" "Ved ikke" "Ved ikke" "0" NA "0" "paar" "cutpoints"
"s_54" "7" "14" "7" "Ikke relevant - jeg var ikke med på sygehuset" "Ikke relevant - jeg var ikke med på sygehuset" "0" NA "0" "paar" "cutpoints"
"s_58" "0" "17" "1" "Altid/så godt som altid" "Altid/så godt som altid" "0" NA "0" "paar" "cutpoints"
"s_58" "1" "17" "3" "Kun nogle gange" "Kun nogle gange / Sjældent/aldrig" "1" NA "0" "paar" "cutpoints"
"s_58" "2" "17" "5" "Ved ikke/ikke relevant - fx fordi jeg ikke havde behov for støtte fra egen læge" "Ved ikke/ikke relevant - fx fordi jeg ikke havde behov for støtte fra egen læge" "0" NA "0" "paar" "cutpoints"
"s_6" "2" "3c" "1" "Slet ikke" "Slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_6" "1" "3c" "2" "Lidt" "Psykisk støtte" "1" "1" "0" "paar" "cutpoints"
"s_6" "3" "3c" "5" "Ikke relevant" "Ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_61" "1" "24a" "1" "Altid" "Altid / Ofte" "1" NA "0" "paar" "cutpoints"
"s_61" "0" "24a" "3" "Sommetider" "Sommetider" "0" NA "0" "paar" "cutpoints"
"s_62" "1" "24b" "1" "Altid" "Altid / Ofte" "1" NA "0" "paar" "cutpoints"
"s_62" "0" "24b" "3" "Sommetider" "Sommetider" "0" NA "0" "paar" "cutpoints"
"s_63" "1" "24c" "1" "Altid" "Altid / Ofte" "1" NA "0" "paar" "cutpoints"
"s_63" "0" "24c" "3" "Sommetider" "Sommetider" "0" NA "0" "paar" "cutpoints"
"s_64" "1" "27a" "1" "Hele tiden" "Hele tiden" "0" NA "0" "paar" "cutpoints"
"s_64" "2" "27a" "2" "Det meste af tiden" "Det meste af tiden" "0" NA "0" "paar" "cutpoints"
"s_64" "3" "27a" "3" "Lidt mere end halvdelen af tiden" "Lidt mere end halvdelen af tiden" "0" NA "0" "paar" "cutpoints"
"s_64" "4" "27a" "4" "Lidt mindre end halvdelen af tiden" "Lidt mindre end halvdelen af tiden" "0" NA "0" "paar" "cutpoints"
"s_64" "5" "27a" "5" "Lidt af tiden" "Lidt af tiden" "0" NA "0" "paar" "cutpoints"
"s_64" "6" "27a" "6" "På intet tidspunkt" "På intet tidspunkt" "0" NA "0" "paar" "cutpoints"
"s_7" "2" "3d" "1" "Slet ikke" "Slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_7" "1" "3d" "2" "Lidt" "Sunde vaner" "1" "1" "0" "paar" "cutpoints"
"s_7" "3" "3d" "5" "Ikke relevant" "Ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_8" "2" "3e" "1" "Slet ikke" "Slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_8" "1" "3e" "2" "Lidt" "At deltage i patientsamtaler, undersøgelser eller behandling" "1" "1" "0" "paar" "cutpoints"
"s_8" "3" "3e" "5" "Ikke relevant" "Ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_87" "3" "18a" "1" "Ja, jeg blev tilbudt..." "Ja, jeg blev tilbudt..." "0" "1" "0" "paar" "cutpoints"
"s_87" "0" "18a" "2" "Ja, og jeg tog imod..." "Ja, og jeg tog imod..." "0" "1" "0" "paar" "cutpoints"
"s_87" "1" "18a" "3" "Nej, men jeg havde behov for..." "Samtaler med en psykolog" "1" "1" "0" "paar" "cutpoints"
"s_87" "2" "18a" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_88" "3" "18b" "1" "Ja, jeg blev tilbudt..." "Ja, jeg blev tilbudt..." "0" "1" "0" "paar" "cutpoints"
"s_88" "0" "18b" "2" "Ja, og jeg tog imod..." "Ja, og jeg tog imod..." "0" "1" "0" "paar" "cutpoints"
"s_88" "1" "18b" "3" "Nej, men jeg havde behov for..." "Samtalegrupper med andre pårørende" "1" "1" "0" "paar" "cutpoints"
"s_88" "r" "18b" "4" "Nej, og jeg havde ikke behov for..." "Samtalegrupper med andre pårørende" "1" "1" "0" "paar" "cutpoints"
"s_88" "2" "18b" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_89" "3" "18c" "1" "Ja, jeg blev tilbudt..." "Ja, jeg blev tilbudt..." "0" "1" "0" "paar" "cutpoints"
"s_89" "0" "18c" "2" "Ja, og jeg tog imod..." "Ja, og jeg tog imod..." "0" "1" "0" "paar" "cutpoints"
"s_89" "1" "18c" "3" "Nej, men jeg havde behov for..." "Samtaler med socialrådgiver" "1" "1" "0" "paar" "cutpoints"
"s_89" "2" "18c" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_9" "2" "3f" "1" "Slet ikke" "Slet ikke" "0" "1" "0" "paar" "cutpoints"
"s_9" "1" "3f" "2" "Lidt" "At holde styr på den hjertesyges aftaler" "1" "1" "0" "paar" "cutpoints"
"s_9" "3" "3f" "5" "Ikke relevant" "Ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_90" "3" "18d" "1" "Ja, jeg blev tilbudt..." "Ja, jeg blev tilbudt..." "0" "1" "0" "paar" "cutpoints"
"s_90" "0" "18d" "2" "Ja, og jeg tog imod..." "Ja, og jeg tog imod..." "0" "1" "0" "paar" "cutpoints"
"s_90" "1" "18d" "3" "Nej, men jeg havde behov for..." "Rådgivning eller kurser om kost, motion, medicin, sygdommen, rollen som pårørende, sex og samliv, psykiske reaktioner m.m." "1" "1" "0" "paar" "cutpoints"
"s_90" "2" "18d" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_91" "3" "18e" "1" "Ja, jeg blev tilbudt..." "Ja, jeg blev tilbudt..." "0" "1" "0" "paar" "cutpoints"
"s_91" "0" "18e" "2" "Ja, og jeg tog imod..." "Ja, og jeg tog imod..." "0" "1" "0" "paar" "cutpoints"
"s_91" "1" "18e" "3" "Nej, men jeg havde behov for..." "Aflastning ift. praktiske opgaver" "1" "1" "0" "paar" "cutpoints"
"s_91" "2" "18e" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "0" "paar" "cutpoints"
"s_92" "1" "19" "1" "I høj grad" "I nogen grad/i høj grad" "1" NA "1" "paar" "cutpoints"
"s_92" "0" "19" "3" "I mindre grad" "I mindre grad" "0" NA "1" "paar" "cutpoints"
"s_92" "2" "19" "5" "Ved ikke" "Ved ikke" "0" NA "1" "paar" "cutpoints"
"s_95" "1" "26a" "1" "Sjældent" "Sjældent" "0" NA "0" "paar" "cutpoints"
"s_95" "2" "26a" "2" "En gang imellem" "En gang imellem" "0" NA "0" "paar" "cutpoints"
"s_95" "3" "26a" "3" "Ofte" "Ofte" "0" NA "0" "paar" "cutpoints"
"s_96" "1" "26b" "1" "Sjældent" "Sjældent" "0" NA "0" "paar" "cutpoints"
"s_96" "2" "26b" "2" "En gang imellem" "En gang imellem" "0" NA "0" "paar" "cutpoints"
"s_96" "3" "26b" "3" "Ofte" "Ofte" "0" NA "0" "paar" "cutpoints"
"s_97" "1" "26c" "1" "Sjældent" "Sjældent" "0" NA "0" "paar" "cutpoints"
"s_97" "2" "26c" "2" "En gang imellem" "En gang imellem" "0" NA "0" "paar" "cutpoints"
"s_97" "3" "26c" "3" "Ofte" "Ofte" "0" NA "0" "paar" "cutpoints"
"stato_1" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"stato_1" "1" NA "1" "Valgt" "Ny" "0" NA "0" "paar" "cutpoints"
"stato_2" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"stato_2" "1" NA "1" "Valgt" "Distribueret" "0" NA "0" "paar" "cutpoints"
"stato_3" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"stato_3" "1" NA "1" "Valgt" "Nogen svar" "0" NA "0" "paar" "cutpoints"
"stato_4" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "paar" "cutpoints"
"stato_4" "1" NA "1" "Valgt" "Gennemført" "0" NA "0" "paar" "cutpoints"
